都道府県名	資料種別	元のTSVファイル名	input_file	graph	output_file	json_file	保存されていたフォルダ名
山形	議会会議録	relation.tsv	令和４年３月定例会（第１回）02月28日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00050	Graph_00050.trig	.\output\json\Graph_00050.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和４年３月定例会（第１回）03月02日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00051	Graph_00051.trig	.\output\json\Graph_00051.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和４年３月定例会（第１回）03月15日－07号.txt	https://kozaki-lab.jp/REFV-KG/docs/00052	Graph_00052.trig	.\output\json\Graph_00052.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和４年３月定例会（第１回）03月17日－08号.txt	https://kozaki-lab.jp/REFV-KG/docs/00053	Graph_00053.trig	.\output\json\Graph_00053.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和４年９月定例会（第６回）09月12日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00054	Graph_00054.trig	.\output\json\Graph_00054.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和４年９月定例会（第６回）09月28日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00055	Graph_00055.trig	.\output\json\Graph_00055.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和５年１２月定例会（第９回）12月18日－04号.txt	https://kozaki-lab.jp/REFV-KG/docs/00056	Graph_00056.trig	.\output\json\Graph_00056.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和５年１２月定例会（第９回）12月19日－05号.txt	https://kozaki-lab.jp/REFV-KG/docs/00057	Graph_00057.trig	.\output\json\Graph_00057.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和５年３月定例会（第２回）02月27日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00058	Graph_00058.trig	.\output\json\Graph_00058.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和５年３月定例会（第２回）03月01日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00059	Graph_00059.trig	.\output\json\Graph_00059.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和５年９月定例会（第７回）09月29日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00060	Graph_00060.trig	.\output\json\Graph_00060.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和５年９月定例会（第７回）10月03日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00061	Graph_00061.trig	.\output\json\Graph_00061.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和５年９月定例会（第７回）10月23日－06号.txt	https://kozaki-lab.jp/REFV-KG/docs/00062	Graph_00062.trig	.\output\json\Graph_00062.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和６年３月定例会（第２回）02月27日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00063	Graph_00063.trig	.\output\json\Graph_00063.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	令和６年３月定例会（第２回）02月29日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00064	Graph_00064.trig	.\output\json\Graph_00064.trig.json	山形\酒田市議会会議録
北海道	議会会議録	relation.tsv	平成29年6月　第2回定例会.txt	https://kozaki-lab.jp/REFV-KG/docs/00065	Graph_00065.trig	.\output\json\Graph_00065.trig.json	北海道\松前町議会会議録
山形	議会会議録	relation.tsv	平成１８年９月定例会（第４回）09月06日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00066	Graph_00066.trig	.\output\json\Graph_00066.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成１８年９月定例会（第４回）09月21日－06号.txt	https://kozaki-lab.jp/REFV-KG/docs/00067	Graph_00067.trig	.\output\json\Graph_00067.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２１年１２月定例会（第８回）12月18日－06号.txt	https://kozaki-lab.jp/REFV-KG/docs/00068	Graph_00068.trig	.\output\json\Graph_00068.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２２年６月定例会（第３回）06月24日－06号.txt	https://kozaki-lab.jp/REFV-KG/docs/00069	Graph_00069.trig	.\output\json\Graph_00069.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２２年９月定例会（第４回）09月17日－06号.txt	https://kozaki-lab.jp/REFV-KG/docs/00070	Graph_00070.trig	.\output\json\Graph_00070.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２３年３月定例会（第２回）03月03日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00071	Graph_00071.trig	.\output\json\Graph_00071.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２３年６月定例会（第４回）06月13日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00072	Graph_00072.trig	.\output\json\Graph_00072.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２３年６月定例会（第４回）06月22日－06号.txt	https://kozaki-lab.jp/REFV-KG/docs/00073	Graph_00073.trig	.\output\json\Graph_00073.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２４年１２月定例会（第７回）11月30日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00074	Graph_00074.trig	.\output\json\Graph_00074.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２４年１２月定例会（第７回）12月13日－06号.txt	https://kozaki-lab.jp/REFV-KG/docs/00075	Graph_00075.trig	.\output\json\Graph_00075.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２４年３月定例会（第１回）03月01日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00076	Graph_00076.trig	.\output\json\Graph_00076.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２４年３月定例会（第１回）03月13日－05号.txt	https://kozaki-lab.jp/REFV-KG/docs/00077	Graph_00077.trig	.\output\json\Graph_00077.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２４年３月定例会（第１回）03月15日－07号.txt	https://kozaki-lab.jp/REFV-KG/docs/00078	Graph_00078.trig	.\output\json\Graph_00078.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２４年９月定例会（第４回）08月28日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00079	Graph_00079.trig	.\output\json\Graph_00079.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２４年９月定例会（第４回）08月30日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00080	Graph_00080.trig	.\output\json\Graph_00080.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２５年３月定例会（第１回）02月26日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00081	Graph_00081.trig	.\output\json\Graph_00081.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２５年３月定例会（第１回）02月28日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00082	Graph_00082.trig	.\output\json\Graph_00082.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２５年３月定例会（第１回）03月11日－04号.txt	https://kozaki-lab.jp/REFV-KG/docs/00083	Graph_00083.trig	.\output\json\Graph_00083.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２５年３月定例会（第１回）03月12日－05号.txt	https://kozaki-lab.jp/REFV-KG/docs/00084	Graph_00084.trig	.\output\json\Graph_00084.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２５年３月定例会（第１回）03月14日－07号.txt	https://kozaki-lab.jp/REFV-KG/docs/00085	Graph_00085.trig	.\output\json\Graph_00085.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２５年６月定例会（第２回）06月18日－05号.txt	https://kozaki-lab.jp/REFV-KG/docs/00086	Graph_00086.trig	.\output\json\Graph_00086.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２５年９月定例会（第５回）09月17日－04号.txt	https://kozaki-lab.jp/REFV-KG/docs/00087	Graph_00087.trig	.\output\json\Graph_00087.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２６年３月定例会（第１回）02月26日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00088	Graph_00088.trig	.\output\json\Graph_00088.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２６年３月定例会（第１回）02月28日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00089	Graph_00089.trig	.\output\json\Graph_00089.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２６年３月定例会（第１回）03月11日－04号.txt	https://kozaki-lab.jp/REFV-KG/docs/00090	Graph_00090.trig	.\output\json\Graph_00090.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２６年６月定例会（第３回）06月19日－06号.txt	https://kozaki-lab.jp/REFV-KG/docs/00091	Graph_00091.trig	.\output\json\Graph_00091.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２７年３月定例会（第１回）02月20日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00092	Graph_00092.trig	.\output\json\Graph_00092.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２７年３月定例会（第１回）02月24日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00093	Graph_00093.trig	.\output\json\Graph_00093.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２７年９月定例会（第６回）09月30日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00094	Graph_00094.trig	.\output\json\Graph_00094.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２７年９月定例会（第６回）10月23日－06号.txt	https://kozaki-lab.jp/REFV-KG/docs/00095	Graph_00095.trig	.\output\json\Graph_00095.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２８年３月定例会（第１回）02月25日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00096	Graph_00096.trig	.\output\json\Graph_00096.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２８年３月定例会（第１回）02月29日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00097	Graph_00097.trig	.\output\json\Graph_00097.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２９年３月定例会（第１回）03月02日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00098	Graph_00098.trig	.\output\json\Graph_00098.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成２９年９月定例会（第３回）09月20日－04号.txt	https://kozaki-lab.jp/REFV-KG/docs/00099	Graph_00099.trig	.\output\json\Graph_00099.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年　１２月　定例会（第５回）  12月07日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00100	Graph_00100.trig	.\output\json\Graph_00100.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年　１２月　定例会（第５回）  12月17日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00101	Graph_00101.trig	.\output\json\Graph_00101.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年１２月定例会（第５回）12月19日－05号.txt	https://kozaki-lab.jp/REFV-KG/docs/00102	Graph_00102.trig	.\output\json\Graph_00102.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年３月定例会（第１回）03月01日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00103	Graph_00103.trig	.\output\json\Graph_00103.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年３月定例会（第１回）03月05日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00104	Graph_00104.trig	.\output\json\Graph_00104.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年３月定例会（第１回）03月20日－07号.txt	https://kozaki-lab.jp/REFV-KG/docs/00105	Graph_00105.trig	.\output\json\Graph_00105.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年６月定例会（第３回）06月05日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00106	Graph_00106.trig	.\output\json\Graph_00106.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年６月定例会（第３回）06月07日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00107	Graph_00107.trig	.\output\json\Graph_00107.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年６月定例会（第３回）06月13日－03号.txt	https://kozaki-lab.jp/REFV-KG/docs/00108	Graph_00108.trig	.\output\json\Graph_00108.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３０年９月定例会（第４回）08月30日－01号.txt	https://kozaki-lab.jp/REFV-KG/docs/00109	Graph_00109.trig	.\output\json\Graph_00109.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	平成３１年３月定例会（第１回）02月28日－02号.txt	https://kozaki-lab.jp/REFV-KG/docs/00110	Graph_00110.trig	.\output\json\Graph_00110.trig.json	山形\酒田市議会会議録
山形	議会会議録	relation.tsv	第４８６回遊佐町議会定例会（平成２５年２月１５日開会）議事日程第２号（１）.txt	https://kozaki-lab.jp/REFV-KG/docs/00111	Graph_00111.trig	.\output\json\Graph_00111.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第４９２回遊佐町議会定例会（平成２５年９月１０日開会）議事日程第１号.txt	https://kozaki-lab.jp/REFV-KG/docs/00112	Graph_00112.trig	.\output\json\Graph_00112.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第４９７回遊佐町議会定例会（平成２６年６月１７日開会）議事日程第2号.txt	https://kozaki-lab.jp/REFV-KG/docs/00113	Graph_00113.trig	.\output\json\Graph_00113.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５5２回遊佐町議会定例会（令和３年１２月７日開会）議事日程第１号.txt	https://kozaki-lab.jp/REFV-KG/docs/00114	Graph_00114.trig	.\output\json\Graph_00114.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５5２回遊佐町議会定例会（令和３年１２月７日開会）議事日程第２号.txt	https://kozaki-lab.jp/REFV-KG/docs/00115	Graph_00115.trig	.\output\json\Graph_00115.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５２９回遊佐町議会定例会（平成３１年３月５日開会）議事日程第３号.txt	https://kozaki-lab.jp/REFV-KG/docs/00116	Graph_00116.trig	.\output\json\Graph_00116.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５２９回遊佐町議会定例会（平成３１年３月５日開会）議事日程第４号.txt	https://kozaki-lab.jp/REFV-KG/docs/00117	Graph_00117.trig	.\output\json\Graph_00117.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５３４回遊佐町議会定例会（令和２年３月３日開会）議事日程第４号.txt	https://kozaki-lab.jp/REFV-KG/docs/00118	Graph_00118.trig	.\output\json\Graph_00118.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５３４回遊佐町議会定例会（令和２年３月３日開会）議事日程第５号.txt	https://kozaki-lab.jp/REFV-KG/docs/00119	Graph_00119.trig	.\output\json\Graph_00119.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５３７回遊佐町議会定例会（令和２年６月９日開会）議事日程第１号.txt	https://kozaki-lab.jp/REFV-KG/docs/00120	Graph_00120.trig	.\output\json\Graph_00120.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５３９回遊佐町議会定例会（令和２年９月８日開会）議事日程第１号.txt	https://kozaki-lab.jp/REFV-KG/docs/00121	Graph_00121.trig	.\output\json\Graph_00121.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５３９回遊佐町議会定例会（令和２年９月８日開会）議事日程第５号（１）.txt	https://kozaki-lab.jp/REFV-KG/docs/00122	Graph_00122.trig	.\output\json\Graph_00122.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５４9回遊佐町議会定例会（令和３年9月7日開会）議事日程第１号.txt	https://kozaki-lab.jp/REFV-KG/docs/00123	Graph_00123.trig	.\output\json\Graph_00123.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５４9回遊佐町議会定例会（令和３年9月7日開会）議事日程第２号.txt	https://kozaki-lab.jp/REFV-KG/docs/00124	Graph_00124.trig	.\output\json\Graph_00124.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５４２回遊佐町議会定例会（令和２年１２月８日開会）議事日程第１号.txt	https://kozaki-lab.jp/REFV-KG/docs/00125	Graph_00125.trig	.\output\json\Graph_00125.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５４２回遊佐町議会定例会（令和２年１２月８日開会）議事日程第２号.txt	https://kozaki-lab.jp/REFV-KG/docs/00126	Graph_00126.trig	.\output\json\Graph_00126.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５４２回遊佐町議会定例会（令和２年１２月８日開会）議事日程第３号（２）.txt	https://kozaki-lab.jp/REFV-KG/docs/00127	Graph_00127.trig	.\output\json\Graph_00127.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５４４回遊佐町議会定例会（令和３年２月１５日開会）議事日程第４号.txt	https://kozaki-lab.jp/REFV-KG/docs/00128	Graph_00128.trig	.\output\json\Graph_00128.trig.json	山形\遊佐町議会会議録
山形	議会会議録	relation.tsv	第５４７回遊佐町議会定例会（令和３年６月８日開会）議事日程第１号.txt	https://kozaki-lab.jp/REFV-KG/docs/00129	Graph_00129.trig	.\output\json\Graph_00129.trig.json	山形\遊佐町議会会議録
